,discount,learning rate,dec temp,weight,prior weight,prior lr,subject
282,0.56465465,0.7453315,1.2048559,0.7673909,1.0093535,0.16878031,76
283,0.33698353,0.5762603,0.7927456,0.8012161,0.47695118,0.7448061,77
284,0.6835916,0.4838057,1.9770788,0.9034489,0.7017978,0.5914809,78
285,0.35459343,0.90361816,2.2410219,0.8041198,1.7149084,0.36473355,79
286,0.8523307,0.22173086,1.6251451,0.36190638,1.391258,0.35206583,80
287,0.5961348,0.35190368,1.5235437,0.9310077,0.23616058,0.49014166,81
288,0.04592175,0.28903803,3.696322,0.8953801,2.6185756,0.20442596,82
289,0.028169574,0.55726576,2.0858219,0.71444035,1.6573408,0.27438912,83
290,0.08567009,0.62244374,3.0643058,0.8259072,1.320022,0.66171646,84
291,0.28282574,0.25704184,1.251413,0.89596236,0.58503187,0.060369473,85
292,0.23947804,0.83811,1.3611884,0.758328,0.9865396,0.51165813,86
293,0.09944532,0.8655422,1.8030648,0.2591109,0.75450516,0.052571848,87
294,0.32249302,0.1702399,2.831563,0.6339539,0.6353218,0.5768483,88
295,0.57311517,0.3465834,2.6288776,0.8600979,0.88483953,0.16053672,89
296,0.3641969,0.22792263,1.6452081,0.80629873,1.5154426,0.16849448,90
297,0.105166145,0.04792084,1.7282708,0.48049045,0.16638525,0.45988843,91
298,0.27883688,0.15094845,1.9942071,0.8736879,0.4703285,0.16465136,92
299,0.03682108,0.08451432,0.89407325,0.78768337,1.6174355,0.14815813,93
300,0.0570564,0.031195223,1.2941636,0.603526,0.3174035,0.62611115,94
301,0.18982546,0.048698634,0.95268273,0.867346,0.81114304,0.031857707,95
302,0.13438417,0.7737473,2.2869987,0.90692663,0.5341472,0.2086673,96
303,0.32108977,0.55484533,2.4610152,0.89067227,1.3780851,0.23117793,97
304,0.34008554,0.908304,0.40805918,0.5721093,0.6874884,0.3734751,98
305,0.036890212,0.051791955,0.5159228,0.8462016,0.6891799,0.15244496,99
306,0.37884927,0.13776165,1.127299,0.78252876,1.0007703,0.14057933,100
307,0.6416303,0.5210552,0.62920415,0.6542301,0.570386,0.09647915,101
308,0.12361921,0.20600466,2.0175402,0.89218754,0.8318105,0.8051374,102
309,0.38450786,0.5493887,1.997545,0.95688915,1.246176,0.25016427,103
310,0.10458335,0.48558387,1.6866814,0.61644024,0.7125246,0.24637292,104
311,0.6663795,0.34783077,0.7749871,0.90133697,0.6867442,0.20212117,105
312,0.7514107,0.3101672,1.205811,0.6135275,1.0700265,0.17241828,106
313,0.14536089,0.82079464,3.986064,0.8081336,0.4690437,0.39996353,107
314,0.44782555,0.30335578,0.7680017,0.71563417,0.74001443,0.5466401,108
315,0.072370276,0.49742052,1.1240604,0.47813877,1.2019632,0.1981255,109
316,0.5557997,0.25547048,1.0508907,0.78396386,0.9636084,0.07441554,110
317,0.48503727,0.5012598,0.27631035,0.8710528,1.134055,0.32502154,111
318,0.2875749,0.49337882,3.84757,0.7897178,1.7867911,0.7309975,112
319,0.05002285,0.982941,0.5233724,0.91683954,0.6681548,0.06476373,113
320,0.19018885,0.4676077,2.262634,0.8152489,1.5146694,0.26795042,114
321,0.027708,0.3121014,2.2054696,0.72242224,0.4123785,0.55379856,115
322,0.15788141,0.42615575,0.23942408,0.35415295,0.47639346,0.1208848,116
323,0.5880964,0.42383566,3.1435804,0.8382544,0.8763441,0.79028374,117
